event_dt,event_flg,event_name,event_f_cnt,event_m_cnt,event_link
2021-06-13,RUS,Titan Бронницы Half 2021,4,122,/rus/result/titan/bronnitsy/half/2021
2021-06-13,RUS,Titan Бронницы Olympic 2021,38,276,/rus/result/titan/bronnitsy/olympic/2021
2021-06-13,RUS,Всероссийские летние спортивные игры Olympic 2021,3,28,/rus/result/nobrand/vserossiyskie-letnie-sportivnye-igry/olympic/2021
2021-06-13,FRA,ITU World Cup Para Besancon Sprint 2021,19,51,/rus/result/itu/world-cup-para-besancon/sprint/2021
2021-06-13,USA,Ironman Eagleman 70.3 2021,461,1076,/rus/result/ironman/eagleman/half/2021
2021-06-12,RUS,Альметьевский триатлон Sprint 2021,31,211,/rus/result/nobrand/almetevskiy-triatlon/sprint/2021
2021-06-12,RUS,Первенство России по триатлону среди юниоров Sprint 2021,27,35,/rus/result/nobrand/pervenstvo-rossii-po-triatlonu-sredi-yuniorov/sprint/2021
2021-06-12,POR,ITU Cup Coimbra Europe Coimbra Sprint 2021,42,60,/rus/result/itu/cup-coimbra-europe-coimbra/sprint/2021
2021-06-12,AUS,ITU Oceania Cup Port Douglas Olympic 2021,18,39,/rus/result/itu/oceania-cup-port-douglas/olympic/2021
2021-06-12,MEX,ITU World Cup Huatulco Sprint 2021,39,49,/rus/result/itu/world-cup-huatulco/sprint/2021
2021-06-12,SLO,ITU National Championship Slovenia Olympic 2021,5,5,/rus/result/itu/national-championship-slovenia/olympic/2021
2021-06-12,NOR,ITU National Championship Norway Sprint 2021,16,20,/rus/result/itu/national-championship-norway/sprint/2021
2021-06-11,EGY,ITU Championship Sharm El Sheikh Africa Sharm El Sheikh Olympic 2021,38,67,/rus/result/itu/championship-sharm-el-sheikh-africa-sharm-el-sheikh/olympic/2021
2021-06-06,RUS,Uralman Half 2021,2,17,/rus/result/uralman/uralman/half/2021
2021-06-06,RUS,Uralman Olympic 2021,4,40,/rus/result/uralman/uralman/olympic/2021
2021-06-06,RUS,Uralman Sprint 2021,11,47,/rus/result/uralman/uralman/sprint/2021
2021-06-06,RUS,Altai3Race Olympic 2021,2,56,/rus/result/nobrand/altai3race/olympic/2021
2021-06-06,AUS,ITU Oceania Cup Gold Coast SuperSprint 2021,46,123,/rus/result/itu/oceania-cup-gold-coast/supersprint/2021
2021-06-06,AUS,Ironman Cairns 2021,232,873,/rus/result/ironman/cairns/full/2021
2021-06-06,AUS,Ironman Cairns 70.3 2021,363,550,/rus/result/ironman/cairns/half/2021
2021-06-06,RSA,Ironman Durban 70.3 2021,220,522,/rus/result/ironman/durban/half/2021
2021-06-06,USA,Ironman Virginias Blue Ridge 70.3 2021,429,987,/rus/result/ironman/virginias-blue-ridge/half/2021
2021-06-06,SRB,ITU Junior National Championship Serbia Sprint 2021,7,4,/rus/result/itu/junior-national-championship-serbia/sprint/2021
2021-06-06,RUS,Triway Olympic 2021,5,87,/rus/result/nobrand/triway/olympic/2021
2021-06-06,RUS,Triway Sprint 2021,7,54,/rus/result/nobrand/triway/sprint/2021
2021-06-06,LTU,ITU Junior National Championship Lithuania Sprint 2021,3,3,/rus/result/itu/junior-national-championship-lithuania/sprint/2021
2021-06-05,UKR,ITU Cup Dnipro Europe Dnipro Sprint 2021,19,35,/rus/result/itu/cup-dnipro-europe-dnipro/sprint/2021
2021-06-05,UKR,ITU Junior Cup Dnipro Europe Junior Dnipro Sprint 2021,8,20,/rus/result/itu/junior-cup-dnipro-europe-junior-dnipro/sprint/2021
2021-06-05,GBR,ITU World Cup Leeds Olympic 2021,32,40,/rus/result/itu/world-cup-leeds/olympic/2021
2021-06-05,GBR,ITU World Cup Para Leeds Sprint 2021,25,51,/rus/result/itu/world-cup-para-leeds/sprint/2021
2021-06-05,USA,Ironman Hawaii 70.3 2021,303,775,/rus/result/ironman/hawaii/half/2021
2021-06-05,GER,ITU National Championship Germany Sprint 2021,30,30,/rus/result/itu/national-championship-germany/sprint/2021-06-05
2021-06-04,EGY,ITU Junior Cup Sharm El Sheikh Africa Junior Sharm El Sheikh Sprint 2021,9,6,/rus/result/itu/junior-cup-sharm-el-sheikh-africa-junior-sharm-el-sheikh/sprint/2021
2021-06-04,EGY,ITU Cup and Pan Arab Championship Sharm El Sheikh Africa Arab Sharm El Sheikh Sprint 2021,40,114,/rus/result/itu/cup-and-pan-arab-championship-sharm-el-sheikh-africa-arab-sharm-el-sheikh/sprint/2021
2021-05-31,MKD,ITU National Championship North Macedonia Sprint 2021,6,19,/rus/result/itu/national-championship-north-macedonia/sprint/2021
2021-05-29,RUS,3Grom Крылатское Sprint 2021,72,303,/rus/result/3grom/krylatskoe/sprint/2021
2021-05-29,POL,ITU Cup Olsztyn Europe Olsztyn Sprint 2021,43,63,/rus/result/itu/cup-olsztyn-europe-olsztyn/sprint/2021
2021-05-29,POL,ITU Junior Cup Olsztyn Europe Junior Olsztyn Sprint 2021,35,59,/rus/result/itu/junior-cup-olsztyn-europe-junior-olsztyn/sprint/2021
2021-05-29,ITA,ITU World Cup Arzachena Sprint 2021,48,51,/rus/result/itu/world-cup-arzachena/sprint/2021
2021-05-29,HUN,ITU National Championship Hungary Sprint 2021,1,5,/rus/result/itu/national-championship-hungary/sprint/2021-05-29
2021-05-29,SRB,ITU National Championship Serbia Olympic 2021,11,10,/rus/result/itu/national-championship-serbia/olympic/2021
2021-05-29,TUN,ITU Cup Yasmine Hammamet Africa Yasmine Hammamet Sprint 2021,11,34,/rus/result/itu/cup-yasmine-hammamet-africa-yasmine-hammamet/sprint/2021
2021-05-29,TUN,ITU Junior Cup Yasmine Hammamet Africa Junior Yasmine Hammamet Sprint 2021,3,8,/rus/result/itu/junior-cup-yasmine-hammamet-africa-junior-yasmine-hammamet/sprint/2021
2021-05-29,RUS,ITU National Championship Russian Federation Sprint 2021,5,12,/rus/result/itu/national-championship-russian-federation/sprint/2021
2021-05-23,MEX,Ironman Acapulco 70.3 2021,180,716,/rus/result/ironman/acapulco/half/2021
2021-05-23,USA,Ironman Chattanooga 70.3 2021,691,1306,/rus/result/ironman/chattanooga/half/2021
2021-05-23,USA,Ironman Tulsa 2021,416,1332,/rus/result/ironman/tulsa/full/2021
2021-05-23,UKR,ITU Junior National Championship Ukraine Sprint 2021,5,5,/rus/result/itu/junior-national-championship-ukraine/sprint/2021
2021-05-22,RUS,IronStar Геленджик Half 2021,95,672,/rus/result/ironstar/gelendzhik/half/2021
2021-05-22,RUS,IronStar Геленджик Sprint 2021,117,275,/rus/result/ironstar/gelendzhik/sprint/2021
2021-05-22,RUS,IronStar Этап Кубка России Half 2021,2,12,/rus/result/ironstar/etap-kubka-rossii/half/2021
2021-05-22,RUS,IronStar Чемпионат Краснодарского края Half 2021,3,18,/rus/result/ironstar/chempionat-krasnodarskogo-kraya/half/2021
2021-05-22,POR,ITU World Cup Lisbon Olympic 2021,48,57,/rus/result/itu/world-cup-lisbon/olympic/2021
2021-05-16,POR,ITU National Championship Portugal Sprint 2021,15,15,/rus/result/itu/national-championship-portugal/sprint/2021
2021-05-15,ITA,ITU Cup Caorle Europe Caorle Sprint 2021,63,69,/rus/result/itu/cup-caorle-europe-caorle/sprint/2021
2021-05-15,JPN,ITU World Cup Yokohama Olympic 2021,49,48,/rus/result/itu/world-cup-yokohama/olympic/2021
2021-05-15,USA,Ironman Gulf Coast 70.3 2021,369,945,/rus/result/ironman/gulf-coast/half/2021
2021-05-15,ITA,ITU Junior Cup Caorle Europe Junior Caorle Sprint 2021,192,247,/rus/result/itu/junior-cup-caorle-europe-junior-caorle/sprint/2021
2021-05-15,JPN,ITU World Cup Para Yokohama Sprint 2021,20,45,/rus/result/itu/world-cup-para-yokohama/sprint/2021
2021-05-01,AUS,Ironman Busselton 70.3 2021,236,606,/rus/result/ironman/busselton/half/2021
2021-05-01,USA,Ironman St. George 70.3 2021,727,1850,/rus/result/ironman/st-george/half/2021
2021-04-25,RUS,Курский триатлон Sprint 2021,6,66,/rus/result/nobrand/kurskiy-triatlon/sprint/2021
2021-04-25,TPE,Ironman Kenting 70.3 2021,52,284,/rus/result/ironman/kenting/half/2021
2021-04-23,JPN,ITU Championship Hatsukaichi Asia Hatsukaichi Olympic 2021,16,35,/rus/result/itu/championship-hatsukaichi-asia-hatsukaichi/olympic/2021
2021-04-18,ESP,ITU Cup Melilla Europe Melilla Sprint 2021,64,63,/rus/result/itu/cup-melilla-europe-melilla/sprint/2021
2021-04-18,USA,Ironman Florida 70.3 2021,323,914,/rus/result/ironman/florida/half/2021-04-18
2021-04-11,USA,Ironman Texas 70.3 2021,480,1263,/rus/result/ironman/texas/half/2021
2021-04-09,UAE,GritTonic.com Olympic 2021,30,89,/rus/result/nobrand/grittoniccom/olympic/2021-04-09
2021-04-09,UAE,GritTonic.com Sprint 2021,75,146,/rus/result/nobrand/grittoniccom/sprint/2021-04-09
2021-03-28,AUS,Ironman Geelong 70.3 2021,164,672,/rus/result/ironman/geelong/half/2021
2021-03-27,NZL,Ironman New Zealand 2021,128,384,/rus/result/ironman/new-zealand/full/2021
2021-03-27,NZL,Ironman New Zealand 70.3 2021,150,366,/rus/result/ironman/new-zealand/half/2021
2021-03-20,RSA,ITU Junior National Championship South Africa Sprint 2021,15,15,/rus/result/itu/junior-national-championship-south-africa/sprint/2021
2021-03-20,RSA,ITU National Championship South Africa Sprint 2021,11,18,/rus/result/itu/national-championship-south-africa/sprint/2021
2021-03-14,AUS,Ironman Mooloolaba 5150 2021,615,1465,/rus/result/ironman/mooloolaba/olympic/2021
2021-03-14,AUS,Ironman Mooloolaba Sprint 2021,59,82,/rus/result/ironman/mooloolaba/sprint/2021-03-14
2021-03-13,AUS,Ironman Mooloolaba Sprint 2021,341,297,/rus/result/ironman/mooloolaba/sprint/2021-03-13
2021-03-12,UAE,Ironman Dubai 70.3 2021,164,877,/rus/result/ironman/dubai/half/2021
2021-01-29,EGY,ITU National Championship Egypt Sprint 2021,10,25,/rus/result/itu/national-championship-egypt/sprint/2021
2021-01-01,USA,ITU National Championship United States of America Sprint 2021,4,8,/rus/result/itu/national-championship-united-states-of-america/sprint/2021
2021-01-01,HUN,ITU National Championship Hungary Sprint 2021,36,35,/rus/result/itu/national-championship-hungary/sprint/2021-01-01
2021-01-01,ISL,ITU National Championship Iceland Olympic 2021,8,15,/rus/result/itu/national-championship-iceland/olympic/2021
2021-01-01,LAT,ITU National Championship Latvia Half 2021,5,10,/rus/result/itu/national-championship-latvia/half/2021
2021-01-01,LAT,ITU National Championship Latvia Olympic 2021,11,11,/rus/result/itu/national-championship-latvia/olympic/2021
2021-01-01,LAT,ITU National Championship Latvia Sprint 2021,10,10,/rus/result/itu/national-championship-latvia/sprint/2021
2021-01-01,NOR,ITU National Championship Norway Half 2021,2,6,/rus/result/itu/national-championship-norway/half/2021
2021-01-01,BLR,ITU National championships championships Sprint 2021,32,27,/rus/result/itu/national-championships-championships/sprint/2021
2020-12-13,MRI,ITU Junior National Championship Mauritius Sprint 2020,0,3,/rus/result/itu/junior-national-championship-mauritius/sprint/2020
2020-12-13,MRI,ITU National Championship Mauritius Olympic 2020,5,8,/rus/result/itu/national-championship-mauritius/olympic/2020
2020-12-04,OMA,ITU National Championship Oman Olympic 2020,0,3,/rus/result/itu/national-championship-oman/olympic/2020
2020-11-22,MEX,Ironman Cozumel 2020,144,585,/rus/result/ironman/cozumel/full/2020
2020-11-07,USA,Ironman Florida 2020,246,863,/rus/result/ironman/florida/full/2020
2020-11-07,USA,Ironman Gulf Coast 70.3 2020,78,242,/rus/result/ironman/gulf-coast/half/2020
2020-11-07,ESP,ITU World Cup Valencia Sprint 2020,31,46,/rus/result/itu/world-cup-valencia/sprint/2020
2020-11-01,TUR,Ironman Turkey 70.3 2020,122,642,/rus/result/ironman/turkey/half/2020
2020-10-31,CYP,Olympusman Half 2020,3,57,/rus/result/nobrand/olympusman/half/2020
2020-10-25,ESP,ITU European Cup Barcelona Sprint 2020,30,55,/rus/result/itu/european-cup-barcelona/sprint/2020
2020-10-25,BAR,ITU National Championship Barbados Olympic 2020,1,4,/rus/result/itu/national-championship-barbados/olympic/2020
2020-10-25,BAR,ITU National Championship Barbados Sprint 2020,9,10,/rus/result/itu/national-championship-barbados/sprint/2020
2020-10-18,USA,Ironman Arizona 70.3 2020,171,457,/rus/result/ironman/arizona/half/2020
2020-10-18,JPN,Ironman Japan 70.3 2020,22,613,/rus/result/ironman/japan/half/2020
2020-10-17,AUS,Ironman Busselton 70.3 2020,191,504,/rus/result/ironman/busselton/half/2020
2020-10-11,RUS,IronStar Сочи Olympic 2020,140,453,/rus/result/ironstar/sochi/olympic/2020
2020-10-11,RUS,IronStar Сочи Sprint 2020,110,221,/rus/result/ironstar/sochi/sprint/2020
2020-10-10,RUS,IronStar Сочи Full 2020,29,456,/rus/result/ironstar/sochi/full/2020
2020-10-10,RUS,IronStar Сочи Half 2020,97,810,/rus/result/ironstar/sochi/half/2020
2020-10-10,POR,ITU Mediterranean Championship Alhandra Sprint 2020,30,57,/rus/result/itu/mediterranean-championship-alhandra/sprint/2020
2020-10-10,ITA,ITU World Cup Arzachena Sprint 2020,38,58,/rus/result/itu/world-cup-arzachena/sprint/2020
2020-09-27,AUS,Ironman Cairns 2020,30,185,/rus/result/ironman/cairns/full/2020
2020-09-27,AUS,Ironman Cairns 70.3 2020,110,182,/rus/result/ironman/cairns/half/2020
2020-09-27,MEX,Ironman Cozumel 70.3 2020,110,387,/rus/result/ironman/cozumel/half/2020
2020-09-27,NED,Ironman Maastricht-Limburg 5150 2020,93,389,/rus/result/ironman/maastricht-limburg/olympic/2020
2020-09-26,ESP,ITU National Championship Spain Half 2020,17,19,/rus/result/itu/national-championship-spain/half/2020
2020-09-20,SRB,ITU European Cup Belgrade SuperSprint 2020,22,21,/rus/result/itu/european-cup-belgrade/supersprint/2020
2020-09-20,NED,ITU National Championship Netherlands Sprint 2020,5,10,/rus/result/itu/national-championship-netherlands/sprint/2020
2020-09-19,RUS,IronStar Самара Half 2020,29,273,/rus/result/ironstar/samara/half/2020
2020-09-19,RUS,IronStar Самара Olympic 2020,47,153,/rus/result/ironstar/samara/olympic/2020
2020-09-19,RUS,Чемпионат Курской области Sprint 2020,4,50,/rus/result/nobrand/chempionat-kurskoy-oblasti/sprint/2020
2020-09-19,NED,ITU Junior National Championship Netherlands Sprint 2020,15,15,/rus/result/itu/junior-national-championship-netherlands/sprint/2020
2020-09-19,SLO,ITU National Championship Slovenia Olympic 2020,5,5,/rus/result/itu/national-championship-slovenia/olympic/2020
2020-09-13,CYP,Oceanlava Paphos Olympic 2020,3,44,/rus/result/oceanlava/paphos/olympic/2020
2020-09-13,CYP,Oceanlava Paphos Sprint 2020,14,57,/rus/result/oceanlava/paphos/sprint/2020
2020-09-13,AUS,Ironman Sunshine Coast 70.3 2020,198,529,/rus/result/ironman/sunshine-coast/half/2020
2020-09-13,TPE,Ironman Taiwan 70.3 2020,59,495,/rus/result/ironman/taiwan/half/2020
2020-09-13,AUT,ITU National Championship Austria Sprint 2020,0,5,/rus/result/itu/national-championship-austria/sprint/2020-09-13
2020-09-13,CYP,ITU National Championship Cyprus Olympic 2020,13,15,/rus/result/itu/national-championship-cyprus/olympic/2020
2020-09-13,CZE,ITU World Cup Karlovy Vary Olympic 2020,35,47,/rus/result/itu/world-cup-karlovy-vary/olympic/2020
2020-09-12,RUS,Большой Московский триатлон Half 2020,21,240,/rus/result/nobrand/bolshoy-moskovskiy-triatlon/half/2020
2020-09-12,RUS,Большой Московский триатлон Olympic 2020,64,344,/rus/result/nobrand/bolshoy-moskovskiy-triatlon/olympic/2020
2020-09-12,RUS,ITU National Championship Russian Federation Sprint 2020,6,16,/rus/result/itu/national-championship-russian-federation/sprint/2020
2020-09-06,RUS,IronStar Zavidovo Olympic 2020,52,340,/rus/result/ironstar/zavidovo/olympic/2020
2020-09-06,RUS,IronStar Zavidovo Sprint 2020,76,176,/rus/result/ironstar/zavidovo/sprint/2020
2020-09-06,RUS,IronStar Zavidovo Supermix Olympic 2020,21,121,/rus/result/ironstar/zavidovo-supermix/olympic/2020
2020-09-06,RUS,IronStar Zavidovo Supermix Sprint 2020,21,124,/rus/result/ironstar/zavidovo-supermix/sprint/2020
2020-09-06,POL,Ironman Gdynia 70.3 2020,66,622,/rus/result/ironman/gdynia/half/2020
2020-09-06,FRA,Ironman Les Sables dOlonne 70.3 2020,135,1040,/rus/result/ironman/les-sables-dolonne/half/2020
2020-09-06,ESP,ITU European Cup Banyoles Sprint 2020,20,29,/rus/result/itu/european-cup-banyoles/sprint/2020
2020-09-05,EST,Ironman Tallinn 2020,90,577,/rus/result/ironman/tallinn/full/2020
2020-09-05,EST,Ironman Tallinn 70.3 2020,83,436,/rus/result/ironman/tallinn/half/2020
2020-09-05,ITA,ITU Junior National Championship Italy Sprint 2020,10,10,/rus/result/itu/junior-national-championship-italy/sprint/2020
2020-09-05,AUT,ITU National Championship Austria Half 2020,15,15,/rus/result/itu/national-championship-austria/half/2020
2020-09-05,ESP,ITU National Championship Spain Olympic 2020,25,25,/rus/result/itu/national-championship-spain/olympic/2020
2020-09-05,GER,ITU World Cup Hamburg Wasser Sprint 2020,60,58,/rus/result/itu/world-cup-hamburg-wasser/sprint/2020
2020-08-30,RUS,Выборгмен Half 2020,20,158,/rus/result/nobrand/vyborgmen/half/2020
2020-08-30,RUS,Выборгмен Sprint 2020,37,119,/rus/result/nobrand/vyborgmen/sprint/2020
2020-08-30,BLR,Минск триатлон Half 2020,4,117,/rus/result/nobrand/minsk-triatlon/half/2020
2020-08-30,BLR,Минск триатлон Olympic 2020,15,130,/rus/result/nobrand/minsk-triatlon/olympic/2020
2020-08-30,BLR,Минск триатлон Sprint 2020,17,106,/rus/result/nobrand/minsk-triatlon/sprint/2020
2020-08-29,RUS,Этап Кубка России Кузбасс Olympic 2020,3,6,/rus/result/nobrand/etap-kubka-rossii-kuzbass/olympic/2020
2020-08-29,RUS,Открытый Чемпионат Кемеровской области Olympic 2020,10,96,/rus/result/nobrand/otkrytyy-chempionat-kemerovskoy-oblasti/olympic/2020
2020-08-23,RUS,IronStar Crocus Fitness Sprint 2020,111,422,/rus/result/ironstar/crocus-fitness/sprint/2020
2020-08-23,RUS,IronStar Crocus Fitness Final Sprint 2020,0,44,/rus/result/ironstar/crocus-fitness-final/sprint/2020
2020-08-23,RUS,Uralman Half 2020,1,17,/rus/result/uralman/uralman/half/2020-08-23
2020-08-23,RUS,Uralman Olympic 2020,7,34,/rus/result/uralman/uralman/olympic/2020
2020-08-23,RUS,Калашников Спорт Sprint 2020,11,83,/rus/result/nobrand/kalashnikov-sport/sprint/2020
2020-08-23,RUS,Uralman Sprint 2020,3,23,/rus/result/uralman/uralman/sprint/2020-08-23
2020-08-22,RUS,Дубненский триатлон Николов Перевоз Olympic 2020,36,218,/rus/result/nobrand/dubnenskiy-triatlon-nikolov-perevoz/olympic/2020
2020-08-22,RUS,Дубненский триатлон Николов Перевоз Sprint 2020,21,69,/rus/result/nobrand/dubnenskiy-triatlon-nikolov-perevoz/sprint/2020
2020-08-22,RUS,Кубок России Дубна Olympic 2020,4,6,/rus/result/nobrand/kubok-rossii-dubna/olympic/2020
2020-08-22,ESP,ITU National Championship Spain Sprint 2020,56,65,/rus/result/itu/national-championship-spain/sprint/2020
2020-08-21,POL,ITU European Cup Olsztyn Sprint 2020,33,46,/rus/result/itu/european-cup-olsztyn/sprint/2020
2020-08-16,RUS,Триатлон Кама Sprint 2020,8,51,/rus/result/nobrand/triatlon-kama/sprint/2020
2020-08-16,LAT,ITU Baltic Championship Riga Sprint 2020,10,10,/rus/result/itu/baltic-championship-riga/sprint/2020
2020-08-16,LAT,ITU European Cup Riga Sprint 2020,13,24,/rus/result/itu/european-cup-riga/sprint/2020
2020-08-16,POL,ITU National Championship Poland Olympic 2020,12,15,/rus/result/itu/national-championship-poland/olympic/2020
2020-08-09,RUS,Первенство России по триатлону среди юниоров Sprint 2020,21,38,/rus/result/nobrand/pervenstvo-rossii-po-triatlonu-sredi-yuniorov/sprint/2020
2020-08-09,RUS,Tatneft Альметьевский триатлон Sprint 2020,44,179,/rus/result/nobrand/tatneft-альметьевский-триатлон/sprint/2020
2020-08-09,RUS,Чемпионат России по триатлону Olympic 2020,16,41,/rus/result/nobrand/chempionat-rossii-po-triatlonu/olympic/2020
2020-08-09,RUS,Антивирус триатлон Half 2020,1,17,/rus/result/nobrand/antivirus-triatlon/half/2020-08-09
2020-08-09,RUS,Антивирус триатлон Olympic 2020,3,37,/rus/result/nobrand/antivirus-triatlon/olympic/2020-08-09
2020-08-02,BLR,ITU National Championship Belarus Olympic 2020,8,10,/rus/result/itu/national-championship-belarus/olympic/2020
2020-08-01,RUS,IronStar Калининград Half 2020,51,318,/rus/result/ironstar/kaliningrad/half/2020
2020-08-01,RUS,Citylink Triatlon Girvas Half 2020,0,10,/rus/result/citylink-triatlon/girvas/half/2020
2020-08-01,RUS,Citylink Triatlon Girvas Olympic 2020,1,6,/rus/result/citylink-triatlon/girvas/olympic/2020
2020-08-01,RUS,IronStar Калининград Sprint 2020,53,83,/rus/result/ironstar/kaliningrad/sprint/2020
2020-07-29,BLR,ITU National Championship Belarus Sprint 2020,14,15,/rus/result/itu/national-championship-belarus/sprint/2020
2020-07-25,AUT,ITU National Championship Austria Sprint 2020,30,38,/rus/result/itu/national-championship-austria/sprint/2020-07-25
2020-07-25,POL,ITU National Championship Poland Sprint 2020,23,35,/rus/result/itu/national-championship-poland/sprint/2020
2020-07-18,RUS,Открытый Кубок Тюменской области Olympic 2020,16,58,/rus/result/nobrand/otkrytyy-kubok-tyumenskoy-oblasti/olympic/2020
2020-07-12,RUS,Uralman Half 2020,0,23,/rus/result/uralman/uralman/half/2020-07-12
2020-07-12,RUS,Uralman Sprint 2020,11,31,/rus/result/uralman/uralman/sprint/2020-07-12
2020-06-21,RUS,Антивирус триатлон Half 2020,3,36,/rus/result/nobrand/antivirus-triatlon/half/2020-06-21
2020-06-21,RUS,Антивирус триатлон Olympic 2020,11,58,/rus/result/nobrand/antivirus-triatlon/olympic/2020-06-21
2020-03-15,MEX,Ironman Campeche 70.3 2020,111,442,/rus/result/ironman/campeche/half/2020
2020-03-15,MRI,ITU African Cup Shandrani Olympic 2020,6,12,/rus/result/itu/african-cup-shandrani/olympic/2020
2020-03-14,AUS,ITU World Cup Mooloolaba Sprint 2020,45,48,/rus/result/itu/world-cup-mooloolaba/sprint/2020
2020-03-13,MEX,ITU Panamerican Cup La Paz Olympic 2020,10,23,/rus/result/itu/panamerican-cup-la-paz/olympic/2020
2020-03-07,NZL,Ironman New Zealand 2020,277,883,/rus/result/ironman/new-zealand/full/2020
2020-03-07,NZL,Ironman New Zealand 70.3 2020,317,563,/rus/result/ironman/new-zealand/half/2020
2020-03-06,USA,ITU Panamerican Cup Clermont Sprint 2020,44,60,/rus/result/itu/panamerican-cup-clermont/sprint/2020
2020-03-01,ARG,Ironman Bariloche 70.3 2020,106,567,/rus/result/ironman/bariloche/half/2020
2020-02-29,CRC,ITU American Cup Playa Hermosa Sprint 2020,33,74,/rus/result/itu/american-cup-playa-hermosa/sprint/2020
2020-02-29,CRC,ITU Central American Championship Playa Hermosa Sprint 2020,8,10,/rus/result/itu/central-american-championship-playa-hermosa/sprint/2020
2020-02-29,AUS,ITU Oceania Cup Devonport Sprint 2020,35,75,/rus/result/itu/oceania-cup-devonport/sprint/2020
2020-02-29,AUS,ITU World Cup Devonport Sprint 2020,24,44,/rus/result/itu/world-cup-devonport/sprint/2020
2020-02-23,THA,Ironman Bangsaen 70.3 2020,192,1107,/rus/result/ironman/bangsaen/half/2020
2020-02-23,AUS,Ironman Geelong 70.3 2020,339,927,/rus/result/ironman/geelong/half/2020
2020-02-23,IND,ITU Asian Cup Chennai Olympic 2020,18,40,/rus/result/itu/asian-cup-chennai/olympic/2020
2020-02-23,CUB,ITU Iberoamerican Championship Habana Half 2020,1,5,/rus/result/itu/iberoamerican-championship-habana/half/2020
2020-02-23,CUB,ITU Panamerican Cup Habana Olympic 2020,16,25,/rus/result/itu/panamerican-cup-habana/olympic/2020
2020-02-22,ZIM,ITU African Cup Troutbeck Sprint 2020,3,9,/rus/result/itu/african-cup-troutbeck/sprint/2020
2020-02-21,OMA,Ironman Oman 70.3 2020,138,522,/rus/result/ironman/oman/half/2020
2020-02-21,THA,ITU Asian Cup Rayong Sprint 2020,24,51,/rus/result/itu/asian-cup-rayong/sprint/2020
2020-02-15,HON,ITU Junior Panamerican Cup Puerto Cortes Sprint 2020,2,11,/rus/result/itu/junior-panamerican-cup-puerto-cortes/sprint/2020
2020-02-15,HON,ITU Panamerican Cup Puerto Cortes Sprint 2020,5,15,/rus/result/itu/panamerican-cup-puerto-cortes/sprint/2020
2020-02-09,RSA,ITU African Cup Maselspoort Sprint 2020,11,22,/rus/result/itu/african-cup-maselspoort/sprint/2020
2020-02-09,BRA,ITU Panamerican Cup Santos Sprint 2020,8,23,/rus/result/itu/panamerican-cup-santos/sprint/2020
2020-02-08,EGY,ITU Junior National Championship Egypt Sprint 2020,3,5,/rus/result/itu/junior-national-championship-egypt/sprint/2020
2020-02-08,EGY,ITU National Championship Egypt Olympic 2020,6,9,/rus/result/itu/national-championship-egypt/olympic/2020
2020-02-07,UAE,Ironman Dubai 70.3 2020,132,638,/rus/result/ironman/dubai/half/2020
2020-02-07,UAE,Ironman Dubai Duathlon 70.3 2020,215,835,/rus/result/ironman/dubai-duathlon/half/2020
2020-01-29,ISR,Israman Full 2020,16,145,/rus/result/israman/israman/full/2020
2020-01-29,ISR,Israman Half 2020,126,670,/rus/result/israman/israman/half/2020
2020-01-26,RSA,Ironman South Africa 70.3 2020,297,836,/rus/result/ironman/south-africa/half/2020
2020-01-26,AUS,ITU Paratriathlon Oceania Championship Newcastle Sprint 2020,9,12,/rus/result/itu/paratriathlon-oceania-championship-newcastle/sprint/2020
2019-12-28,EGY,ITU National Championship Egypt Olympic 2019,3,20,/rus/result/itu/national-championship-egypt/olympic/2019
2019-12-21,MRI,ITU Junior National Championship Mauritius Sprint 2019,1,2,/rus/result/itu/junior-national-championship-mauritius/sprint/2019
2019-12-21,MRI,ITU National Championship Mauritius Olympic 2019,2,10,/rus/result/itu/national-championship-mauritius/olympic/2019
2019-12-15,SEN,ITU African Cup Dakar Sprint 2019,5,15,/rus/result/itu/african-cup-dakar/sprint/2019
2019-12-15,CUB,ITU National Championship Cuba Olympic 2019,2,7,/rus/result/itu/national-championship-cuba/olympic/2019
2019-12-08,USA,Ironman Indian Wells La Quinta 70.3 2019,593,1590,/rus/result/ironman/indian-wells-la-quinta/half/2019
2019-12-07,BRN,Ironman Bahrain 70.3 2019,214,858,/rus/result/ironman/bahrain/half/2019
2019-12-07,NZL,Ironman Taupo 70.3 2019,420,767,/rus/result/ironman/taupo/half/2019
2019-12-06,ISR,ITU Junior National Championship Israel Sprint 2019,10,10,/rus/result/itu/junior-national-championship-israel/sprint/2019
2019-12-06,ISR,ITU National Championship Israel Sprint 2019,0,1,/rus/result/itu/national-championship-israel/sprint/2019-12-06
2019-12-04,BRN,ITU West Asian Championship Bahrain Sprint 2019,17,47,/rus/result/itu/west-asian-championship-bahrain/sprint/2019
2019-12-02,NEP,ITU Asian Games Pokhara Sprint 2019,6,6,/rus/result/itu/asian-games-pokhara/sprint/2019
2019-12-01,AUS,Ironman Western Australia 2019,229,940,/rus/result/ironman/western-australia/full/2019
2019-12-01,AUS,Ironman Western Australia 70.3 2019,282,523,/rus/result/ironman/western-australia/half/2019
2019-12-01,COL,Ironman Cartagena 70.3 2019,401,1404,/rus/result/ironman/cartagena/half/2019
2019-12-01,ARG,Ironman Mar del Plata 2019,66,506,/rus/result/ironman/mar-del-plata/full/2019
