event_dt,event_flg,event_name,event_f_cnt,event_m_cnt,event_link
2016-06-19,USA,Ironman Syracuse 70.3 2016,360,886,/rus/result/ironman/syracuse/half/2016
2016-06-19,GER,Challenge Heilbronn Middle 2016,167,815,/rus/result/challenge/heilbronn/half/2016
2016-06-19,FRA,ITU National Championship France Half 2016,15,15,/rus/result/itu/national-championship-france/half/2016
2016-06-19,GER,ITU National Championship Germany Half 2016,6,7,/rus/result/itu/national-championship-germany/half/2016-06-19
2016-06-19,RUS,ITU National Championship Russian Federation Half 2016,5,10,/rus/result/itu/national-championship-russian-federation/half/2016
2016-06-18,RUS,A1 Сестрорецк Sprint 2016,55,162,/rus/result/a1/sestroretsk/sprint/2016
2016-06-18,FRA,Ironman Luxembourg 70.3 2016,240,1345,/rus/result/ironman/luxembourg/half/2016
2016-06-18,ECU,ITU American Cup Ibarra Olympic 2016,6,12,/rus/result/itu/american-cup-ibarra/olympic/2016
2016-06-18,BUL,ITU European Cup Burgas Sprint 2016,18,17,/rus/result/itu/european-cup-burgas/sprint/2016
2016-06-18,AUT,ITU European Cup Kitzbuhel Sprint 2016,58,73,/rus/result/itu/european-cup-kitzbuhel/sprint/2016
2016-06-18,SWE,ITU Junior National Championship Sweden Sprint 2016,3,8,/rus/result/itu/junior-national-championship-sweden/sprint/2016
2016-06-18,CZE,ITU National Championship Czechia Half 2016,10,10,/rus/result/itu/national-championship-czechia/half/2016
2016-06-18,LAT,ITU National Championship Latvia Sprint 2016,6,15,/rus/result/itu/national-championship-latvia/sprint/2016
2016-06-18,SWE,ITU National Championship Sweden Sprint 2016,10,10,/rus/result/itu/national-championship-sweden/sprint/2016
2016-06-17,BUL,ITU U23 European Championship Burgas Olympic 2016,36,54,/rus/result/itu/u23-european-championship-burgas/olympic/2016
2016-06-12,RUS,3Grom Кленово Sprint 2016,52,221,/rus/result/3grom/klenovo/sprint/2016
2016-06-12,AUS,Ironman Cairns 2016,252,1057,/rus/result/ironman/cairns/full/2016
2016-06-12,AUS,Ironman Cairns 70.3 2016,454,699,/rus/result/ironman/cairns/half/2016
2016-06-12,USA,Ironman Eagleman 70.3 2016,540,1098,/rus/result/ironman/eagleman/half/2016
2016-06-12,ITA,Ironman Pescara 70.3 2016,133,1081,/rus/result/ironman/pescara/half/2016
2016-06-12,JPN,Ironman Japan 70.3 2016,121,1138,/rus/result/ironman/japan/half/2016
2016-06-12,ITA,Ironman Pescara 5150 2016,29,140,/rus/result/ironman/pescara/olympic/2016
2016-06-12,GBR,Ironman Staffordshire 70.3 2016,344,1441,/rus/result/ironman/staffordshire/half/2016
2016-06-12,CAN,Ironman Victoria 70.3 2016,551,888,/rus/result/ironman/victoria/half/2016
2016-06-12,NED,ITU European Cup Weert Olympic 2016,22,36,/rus/result/itu/european-cup-weert/olympic/2016
2016-06-11,GER,Barockman Schlosstriathlon Full 2016,0,55,/rus/result/barockman/schlosstriathlon/full/2016
2016-06-11,USA,Ironman Boulder 70.3 2016,678,1043,/rus/result/ironman/boulder/half/2016
2016-06-11,USA,Life Time Tri Series Trinona Olympic 2016,50,119,/rus/result/life-time-tri-series/trinona/olympic/2016
2016-06-11,USA,Life Time Tri Series Trinona Sprint 2016,105,141,/rus/result/life-time-tri-series/trinona/sprint/2016
2016-06-11,ROU,ITU Balkan Championship Olimp Sprint 2016,6,13,/rus/result/itu/balkan-championship-olimp/sprint/2016
2016-06-11,SLO,ITU Junior National Championship Slovenia Sprint 2016,7,11,/rus/result/itu/junior-national-championship-slovenia/sprint/2016
2016-06-11,TTO,ITU Junior National Championship Trinidad and Tobago Sprint 2016,4,6,/rus/result/itu/junior-national-championship-trinidad-and-tobago/sprint/2016
2016-06-11,UZB,ITU Junior National Championship Uzbekistan Sprint 2016,9,10,/rus/result/itu/junior-national-championship-uzbekistan/sprint/2016
2016-06-11,AUT,ITU National Championship Austria Sprint 2016,13,13,/rus/result/itu/national-championship-austria/sprint/2016
2016-06-11,BOL,ITU National Championship Bolivia Sprint 2016,3,11,/rus/result/itu/national-championship-bolivia/sprint/2016
2016-06-11,SLO,ITU National Championship Slovenia Sprint 2016,0,1,/rus/result/itu/national-championship-slovenia/sprint/2016
2016-06-11,TTO,ITU National Championship Trinidad and Tobago Olympic 2016,8,10,/rus/result/itu/national-championship-trinidad-and-tobago/olympic/2016
2016-06-11,UZB,ITU National Championship Uzbekistan Olympic 2016,7,12,/rus/result/itu/national-championship-uzbekistan/olympic/2016
2016-06-11,GBR,ITU World Cup Leeds Olympic 2016,27,37,/rus/result/itu/world-cup-leeds/olympic/2016
2016-06-10,BLR,ITU Junior National Championship Belarus Sprint 2016,2,1,/rus/result/itu/junior-national-championship-belarus/sprint/2016
2016-06-05,RUS,Titan Бронницы Olympic 2016,84,700,/rus/result/titan/bronnitsy/olympic/2016
2016-06-05,FRA,Ironman Nice 2016,187,2220,/rus/result/ironman/nice/full/2016
2016-06-05,GER,Ironman Kraichgau 70.3 2016,284,1669,/rus/result/ironman/kraichgau/half/2016
2016-06-05,GER,Ironman Kraichgau 5150 2016,130,417,/rus/result/ironman/kraichgau/olympic/2016
2016-06-05,USA,Ironman Raleigh 70.3 2016,440,1084,/rus/result/ironman/raleigh/half/2016
2016-06-05,SUI,Ironman Switzerland 70.3 2016,265,1484,/rus/result/ironman/switzerland/half/2016
2016-06-05,CHN,ITU Asian Cup New Taipei City Olympic 2016,16,19,/rus/result/itu/asian-cup-new-taipei-city/olympic/2016
2016-06-05,FRA,ITU Junior National Championship France Sprint 2016,10,10,/rus/result/itu/junior-national-championship-france/sprint/2016
2016-06-05,CRO,ITU National Championship Croatia Half 2016,8,10,/rus/result/itu/national-championship-croatia/half/2016
2016-06-05,DEN,ITU National Championship Denmark Sprint 2016,2,1,/rus/result/itu/national-championship-denmark/sprint/2016
2016-06-05,GBR,ITU World Paratriathlon Event Strathclyde Sprint 2016,12,36,/rus/result/itu/world-paratriathlon-event-strathclyde/sprint/2016
2016-06-04,RUS,IronStar Сочи Half 2016,14,219,/rus/result/ironstar/sochi/half/2016
2016-06-04,RUS,IronStar Сочи Sprint 2016,33,100,/rus/result/ironstar/sochi/sprint/2016
2016-06-04,USA,Ironman Hawaii 70.3 2016,420,999,/rus/result/ironman/hawaii/half/2016
2016-06-04,LTU,ITU European Cup Kupiskis Sprint 2016,18,36,/rus/result/itu/european-cup-kupiskis/sprint/2016
2016-06-04,RUS,ITU National Championship Russian Federation Sprint 2016,10,10,/rus/result/itu/national-championship-russian-federation/sprint/2016
2016-06-04,SEN,ITU National Championship Senegal Sprint 2016,4,10,/rus/result/itu/national-championship-senegal/sprint/2016
2016-06-04,UKR,ITU National Championship Ukraine Olympic 2016,10,10,/rus/result/itu/national-championship-ukraine/olympic/2016
2016-05-29,ESP,Challenge Salou Costa Daurada Middle 2016,112,721,/rus/result/challenge/salou-costa-daurada/half/2016
2016-05-29,POR,ETU European Championships Olympic 2016,223,494,/rus/result/etu/european-championships/olympic/2016
2016-05-29,EST,ETU European Championships Sprint 2016,217,452,/rus/result/etu/european-championships/sprint/2016
2016-05-29,RUS,Открытый Чемпионат Карелии Sprint 2016,13,41,/rus/result/nobrand/otkrytyy-chempionat-karelii/sprint/2016
2016-05-29,BRA,Ironman Brazil 2016,166,1361,/rus/result/ironman/brazil/full/2016
2016-05-26,POR,ITU European Championship Lisbon Olympic 2016,322,649,/rus/result/itu/european-championship-lisbon/olympic/2016
2016-05-26,POR,ITU European Championship Lisbon Sprint 2016,217,452,/rus/result/itu/european-championship-lisbon/sprint/2016
2016-05-26,FIJ,ITU Oceania Cup Fiji Sprint 2016,2,3,/rus/result/itu/oceania-cup-fiji/sprint/2016
2016-05-22,ESP,Ironman Barcelona 70.3 2016,213,1585,/rus/result/ironman/barcelona/half/2016
2016-05-22,USA,Ironman Chattanooga 70.3 2016,762,1362,/rus/result/ironman/chattanooga/half/2016
2016-05-22,AUT,Ironman Austria St. Polten 70.3 2016,240,1510,/rus/result/ironman/austria-st-polten/half/2016
2016-05-22,FRA,ITU European Cup LAiguillon sur Mer Sprint 2016,21,38,/rus/result/itu/european-cup-laiguillon-sur-mer/sprint/2016
2016-05-22,FRA,ITU National Championship France Sprint 2016,25,25,/rus/result/itu/national-championship-france/sprint/2016-05-22
2016-05-22,HUN,ITU National Championship Hungary Sprint 2016,4,2,/rus/result/itu/national-championship-hungary/sprint/2016-05-22
2016-05-22,ITA,ITU National Championship Italy Half 2016,10,10,/rus/result/itu/national-championship-italy/half/2016
2016-05-21,ESP,Ironman Lanzarote 2016,130,1512,/rus/result/ironman/lanzarote/full/2016
2016-05-21,MEX,ITU American Cup Ixtapa Sprint 2016,25,48,/rus/result/itu/american-cup-ixtapa/sprint/2016
2016-05-15,ESP,ITU World Paratriathlon Event Aguilas Sprint 2016,18,42,/rus/result/itu/world-paratriathlon-event-aguilas/sprint/2016
2016-05-14,USA,Ironman Texas 2016,599,1606,/rus/result/ironman/texas/full/2016
2016-05-14,ESP,ITU Junior National Championship Spain Sprint 2016,15,15,/rus/result/itu/junior-national-championship-spain/sprint/2016
2016-05-14,JPN,ITU World Cup Yokohama Olympic 2016,52,54,/rus/result/itu/world-cup-yokohama/olympic/2016
2016-05-14,JPN,ITU World Paratriathlon Event Yokohama Sprint 2016,11,44,/rus/result/itu/world-paratriathlon-event-yokohama/sprint/2016
2016-05-13,KAZ,ITU Asian Cup Burabay Sprint 2016,7,19,/rus/result/itu/asian-cup-burabay/sprint/2016
2016-05-08,VIE,Ironman Vietnam 70.3 2016,141,652,/rus/result/ironman/vietnam/half/2016
2016-05-08,FRA,ITU National Championship France Sprint 2016,4,23,/rus/result/itu/national-championship-france/sprint/2016-05-08
2016-05-08,ITA,ITU World Cup Cagliari Sprint 2016,37,63,/rus/result/itu/world-cup-cagliari/sprint/2016
2016-05-07,ESP,Ironman Mallorca 70.3 2016,425,2140,/rus/result/ironman/mallorca/half/2016
2016-05-07,USA,Ironman St. George 70.3 2016,454,1409,/rus/result/ironman/st-george/half/2016
2016-05-07,ITA,Challenge Rimini Middle 2016,64,733,/rus/result/challenge/rimini/half/2016
2016-05-07,MAR,ITU African Cup Larache Sprint 2016,8,24,/rus/result/itu/african-cup-larache/sprint/2016
2016-05-07,CHN,ITU Asian Cup Taizhou Olympic 2016,13,35,/rus/result/itu/asian-cup-taizhou/olympic/2016
2016-05-07,MEX,ITU World Cup Huatulco Olympic 2016,25,39,/rus/result/itu/world-cup-huatulco/olympic/2016
2016-05-01,AUS,Ironman Australia 2016,245,1048,/rus/result/ironman/australia/full/2016
2016-05-01,AUS,Ironman Busselton 70.3 2016,503,1196,/rus/result/ironman/busselton/half/2016
2016-05-01,FRA,Ironman Pays dAix 70.3 2016,232,1825,/rus/result/ironman/pays-daix/half/2016
2016-05-01,AUS,Ironman Port Macquarie 70.3 2016,183,437,/rus/result/ironman/port-macquarie/half/2016
2016-05-01,ISV,Ironman St. Croix 70.3 2016,38,128,/rus/result/ironman/st-croix/half/2016
2016-05-01,USA,ITU American Cup Richmond Sprint 2016,18,41,/rus/result/itu/american-cup-richmond/sprint/2016
2016-05-01,ECU,ITU American Cup Salinas Olympic 2016,7,20,/rus/result/itu/american-cup-salinas/olympic/2016
2016-05-01,ESP,ITU European Cup Madrid Olympic 2016,16,55,/rus/result/itu/european-cup-madrid/olympic/2016
2016-04-29,JPN,ITU Asian Championship Hatsukaichi Sprint 2016,29,68,/rus/result/itu/asian-championship-hatsukaichi/sprint/2016
2016-04-29,JPN,ITU Junior Asian Championship Hatsukaichi Sprint 2016,19,37,/rus/result/itu/junior-asian-championship-hatsukaichi/sprint/2016
2016-04-24,ESP,Mallorca Olympic 2016,50,233,/rus/result/nobrand/mallorca/olympic/2016
2016-04-24,RSA,ITU National Championship South Africa Sprint 2016,0,4,/rus/result/itu/national-championship-south-africa/sprint/2016
2016-04-24,AUS,ITU World Paratriathlon Event Penrith Sprint 2016,14,38,/rus/result/itu/world-paratriathlon-event-penrith/sprint/2016
2016-04-23,AUS,ITU Oceania Championship Penrith Sprint 2016,15,33,/rus/result/itu/oceania-championship-penrith/sprint/2016
2016-04-23,RSA,ITU World Cup Cape Town Sprint 2016,40,59,/rus/result/itu/world-cup-cape-town/sprint/2016
2016-04-17,USA,Ironman New Orleans 70.3 2016,303,829,/rus/result/ironman/new-orleans/half/2016
2016-04-17,BAR,ITU American Cup Bridgetown Sprint 2016,9,12,/rus/result/itu/american-cup-bridgetown/sprint/2016
2016-04-16,PHI,ITU Asian Cup Subic Bay Olympic 2016,7,13,/rus/result/itu/asian-cup-subic-bay/olympic/2016
2016-04-16,NEP,ITU Championship Pokhara Sprint 2016,4,3,/rus/result/itu/championship-pokhara/sprint/2016
2016-04-16,CHN,ITU World Cup Chengdu Olympic 2016,37,51,/rus/result/itu/world-cup-chengdu/olympic/2016
2016-04-15,COL,ITU Central American Championship San Andres Sprint 2016,19,36,/rus/result/itu/central-american-championship-san-andres/sprint/2016
2016-04-10,USA,Ironman Florida 70.3 2016,427,1114,/rus/result/ironman/florida/half/2016
2016-04-10,RSA,Ironman South Africa 2016,240,1325,/rus/result/ironman/south-africa/full/2016
2016-04-10,BRA,Ironman Palmas 70.3 2016,96,587,/rus/result/ironman/palmas/half/2016
2016-04-10,USA,Ironman Texas 70.3 2016,684,1530,/rus/result/ironman/texas/half/2016
2016-04-10,GHA,Ironman Gold Coast Sprint 2016,278,521,/rus/result/ironman/gold-coast/sprint/2016
2016-04-10,ESP,ITU European Cup Melilla Olympic 2016,16,41,/rus/result/itu/european-cup-melilla/olympic/2016
2016-04-10,ESP,ITU European Cup Melilla Sprint 2016,23,41,/rus/result/itu/european-cup-melilla/sprint/2016
2016-04-09,BRA,ITU National Championship Brazil Olympic 2016,4,15,/rus/result/itu/national-championship-brazil/olympic/2016
2016-04-09,GHA,ITU World Cup Gold Coast Olympic 2016,49,46,/rus/result/itu/world-cup-gold-coast/olympic/2016
2016-04-03,MAS,Ironman Putrajaya 70.3 2016,109,625,/rus/result/ironman/putrajaya/half/2016
2016-04-03,USA,Life Time Tri Series South Beach Olympic 2016,107,509,/rus/result/life-time-tri-series/south-beach/olympic/2016
2016-04-03,USA,Life Time Tri Series South Beach Sprint 2016,271,493,/rus/result/life-time-tri-series/south-beach/sprint/2016
2016-04-03,GRN,ITU National Championship Grenada Sprint 2016,6,10,/rus/result/itu/national-championship-grenada/sprint/2016
2016-04-03,GUA,ITU National Championship Guatemala Olympic 2016,10,10,/rus/result/itu/national-championship-guatemala/olympic/2016
2016-04-03,IVB,ITU National Championship U.S. Virgin Islands Olympic 2016,6,7,/rus/result/itu/national-championship-us-virgin-islands/olympic/2016
2016-04-03,NZL,ITU World Cup New Plymouth Sprint 2016,41,62,/rus/result/itu/world-cup-new-plymouth/sprint/2016
2016-04-02,USA,Ironman Oceanside California 70.3 2016,650,1584,/rus/result/ironman/oceanside-california/half/2016
2016-04-02,EGY,ITU African Cup Sharm El Sheikh Sprint 2016,23,44,/rus/result/itu/african-cup-sharm-el-sheikh/sprint/2016
2016-04-02,POR,ITU European Cup Quarteira Olympic 2016,39,68,/rus/result/itu/european-cup-quarteira/olympic/2016
2016-04-02,POR,ITU European Cup Quarteira Sprint 2016,46,73,/rus/result/itu/european-cup-quarteira/sprint/2016
2016-04-02,ECU,ITU National Championship Ecuador Sprint 2016,15,15,/rus/result/itu/national-championship-ecuador/sprint/2016
2016-03-27,TPE,Ironman Taiwan 70.3 2016,78,434,/rus/result/ironman/taiwan/half/2016
2016-03-26,TPE,Ironman Taitung Taiwan 5150 2016,19,112,/rus/result/ironman/taitung-taiwan/olympic/2016
2016-03-26,TPE,Ironman Taiwan 5150 2016,42,152,/rus/result/ironman/taiwan/olympic/2016
2016-03-26,MRI,ITU African Cup Le Morne Sprint 2016,4,15,/rus/result/itu/african-cup-le-morne/sprint/2016
2016-03-20,MEX,Ironman Monterrey 70.3 2016,247,888,/rus/result/ironman/monterrey/half/2016
2016-03-20,USA,Ironman San Juan Puerto Rico 70.3 2016,219,716,/rus/result/ironman/san-juan-puerto-rico/half/2016
2016-03-20,MEX,Ironman SuperSEAL Sprint 2016,46,69,/rus/result/ironman/superseal/sprint/2016
2016-03-20,MEX,Ironman SuperSEAL 5150 2016,148,429,/rus/result/ironman/superseal/olympic/2016
2016-03-20,RSA,ITU African Championship Buffalo City Olympic 2016,14,13,/rus/result/itu/african-championship-buffalo-city/olympic/2016
2016-03-20,CHI,ITU American Cup Valparaiso Olympic 2016,7,23,/rus/result/itu/american-cup-valparaiso/olympic/2016
2016-03-20,ARG,ITU National Championship Argentina Olympic 2016,7,12,/rus/result/itu/national-championship-argentina/olympic/2016
2016-03-20,RSA,ITU National Championship South Africa Olympic 2016,10,10,/rus/result/itu/national-championship-south-africa/olympic/2016
2016-03-20,RSA,ITU World Paratriathlon Event Buffalo City Sprint 2016,17,40,/rus/result/itu/world-paratriathlon-event-buffalo-city/sprint/2016
2016-03-19,NZL,ITU Junior Oceania Championship Gisborne Sprint 2016,21,37,/rus/result/itu/junior-oceania-championship-gisborne/sprint/2016
2016-03-19,NZL,ITU Oceania Championship Gisborne Olympic 2016,14,35,/rus/result/itu/oceania-championship-gisborne/olympic/2016
2016-03-13,AUS,Ironman Mooloolaba 5150 2016,386,945,/rus/result/ironman/mooloolaba/olympic/2016
2016-03-13,ESA,ITU Junior National Championship El Salvador Sprint 2016,0,5,/rus/result/itu/junior-national-championship-el-salvador/sprint/2016
2016-03-13,USA,ITU Paratriathlon American Championship Sarasota Sprint 2016,24,42,/rus/result/itu/paratriathlon-american-championship-sarasota/sprint/2016
2016-03-12,RSA,ITU African Championship Bloemfontein Sprint 2016,2,7,/rus/result/itu/african-championship-bloemfontein/sprint/2016
2016-03-12,ARG,ITU American Cup La Paz Olympic 2016,5,18,/rus/result/itu/american-cup-la-paz/olympic/2016-03-12
2016-03-12,RSA,ITU Junior National Championship South Africa Sprint 2016,10,10,/rus/result/itu/junior-national-championship-south-africa/sprint/2016
2016-03-12,USA,ITU Junior North American Championship Sarasota Sprint 2016,44,56,/rus/result/itu/junior-north-american-championship-sarasota/sprint/2016
2016-03-12,AUS,ITU World Cup Mooloolaba Sprint 2016,42,61,/rus/result/itu/world-cup-mooloolaba/sprint/2016
2016-03-06,ARG,Ironman Buenos Aires 70.3 2016,167,0,/rus/result/ironman/buenos-aires/half/2016
2016-03-06,PHI,Ironman Subic Bay Philippines 70.3 2016,64,408,/rus/result/ironman/subic-bay-philippines/half/2016
2016-03-06,RSA,ITU National Championship South Africa Half 2016,10,10,/rus/result/itu/national-championship-south-africa/half/2016
2016-03-05,NZL,Ironman New Zealand 2016,298,867,/rus/result/ironman/new-zealand/full/2016
2016-03-05,USA,ITU American Cup Clermont Sprint 2016,36,55,/rus/result/itu/american-cup-clermont/sprint/2016
2016-03-05,AUS,ITU Oceania Cup Wollongong Sprint 2016,24,37,/rus/result/itu/oceania-cup-wollongong/sprint/2016
2016-03-05,UAE,ITU World Cup Abu Dhabi Olympic 2016,50,57,/rus/result/itu/world-cup-abu-dhabi/olympic/2016
2016-02-28,CRC,ITU American Cup Playa Hermosa Olympic 2016,6,16,/rus/result/itu/american-cup-playa-hermosa/olympic/2016
2016-02-28,NZL,ITU Oceania Cup Takapuna Sprint 2016,12,23,/rus/result/itu/oceania-cup-takapuna/sprint/2016
2016-02-27,CRC,ITU American Cup Playa Hermosa Sprint 2016,9,14,/rus/result/itu/american-cup-playa-hermosa/sprint/2016
2016-02-21,PHI,ITU National Championship Philippines Olympic 2016,9,10,/rus/result/itu/national-championship-philippines/olympic/2016
2016-02-20,ZIM,ITU African Cup Troutbeck Olympic 2016,3,12,/rus/result/itu/african-cup-troutbeck/olympic/2016
2016-02-20,ARG,ITU American Cup Mendoza Olympic 2016,7,16,/rus/result/itu/american-cup-mendoza/olympic/2016
2016-02-20,ZIM,ITU Junior National Championship Zimbabwe Sprint 2016,3,7,/rus/result/itu/junior-national-championship-zimbabwe/sprint/2016
2016-02-20,ZIM,ITU National Championship Zimbabwe Olympic 2016,2,4,/rus/result/itu/national-championship-zimbabwe/olympic/2016
2016-02-20,AUS,ITU Oceania Cup Devonport Olympic 2016,5,17,/rus/result/itu/oceania-cup-devonport/olympic/2016
2016-02-20,AUS,ITU Paratriathlon Oceania Championship Devonport Sprint 2016,6,12,/rus/result/itu/paratriathlon-oceania-championship-devonport/sprint/2016
2016-02-14,NZL,ITU Oceania Cup Kinloch Sprint 2016,15,31,/rus/result/itu/oceania-cup-kinloch/sprint/2016
2016-02-13,CUB,ITU American Cup Habana Sprint 2016,45,97,/rus/result/itu/american-cup-habana/sprint/2016
2016-02-13,IND,ITU Asian Games Guwahati Olympic 2016,6,6,/rus/result/itu/asian-games-guwahati/olympic/2016
2016-02-13,CUB,ITU Iberoamerican Championship Habana Half 2016,20,73,/rus/result/itu/iberoamerican-championship-habana/half/2016
2016-02-07,AUS,Ironman Geelong 70.3 2016,289,844,/rus/result/ironman/geelong/half/2016
2016-01-31,PAN,Ironman Panama 70.3 2016,219,738,/rus/result/ironman/panama/half/2016
2016-01-31,MEX,ITU American Cup Merida Olympic 2016,13,44,/rus/result/itu/american-cup-merida/olympic/2016
2016-01-30,NZL,ITU Junior National Championship New Zealand Sprint 2016,18,15,/rus/result/itu/junior-national-championship-new-zealand/sprint/2016
2016-01-30,NZL,ITU National Championship New Zealand Sprint 2016,0,2,/rus/result/itu/national-championship-new-zealand/sprint/2016
2016-01-29,ISR,Israman Full 2016,14,166,/rus/result/israman/israman/full/2016
2016-01-29,ISR,Israman Half 2016,104,633,/rus/result/israman/israman/half/2016
2016-01-29,UAE,Ironman Dubai 70.3 2016,92,565,/rus/result/ironman/dubai/half/2016
2016-01-24,RSA,Ironman South Africa 70.3 2016,510,1474,/rus/result/ironman/south-africa/half/2016
2016-01-23,IND,ITU National Championship India Sprint 2016,5,5,/rus/result/itu/national-championship-india/sprint/2016
2016-01-17,ARG,ITU American Cup La Paz Olympic 2016,9,27,/rus/result/itu/american-cup-la-paz/olympic/2016-01-17
2016-01-15,ARG,ITU Junior South American Championship La Paz Sprint 2016,18,38,/rus/result/itu/junior-south-american-championship-la-paz/sprint/2016
2016-01-10,CHI,Ironman Pucon 70.3 2016,189,1125,/rus/result/ironman/pucon/half/2016
2016-01-09,AUS,ITU National Championship Australia Sprint 2016,5,14,/rus/result/itu/national-championship-australia/sprint/2016
2016-01-09,NZL,ITU National Championship New Zealand Half 2016,8,15,/rus/result/itu/national-championship-new-zealand/half/2016
2016-01-01,MEX,ITU National Championship Mexico Sprint 2016,14,15,/rus/result/itu/national-championship-mexico/sprint/2016
2015-12-20,MRI,ITU Junior National Championship Mauritius Sprint 2015,1,3,/rus/result/itu/junior-national-championship-mauritius/sprint/2015
2015-12-20,CIV,ITU National Championship Ivory Coast Sprint 2015,0,5,/rus/result/itu/national-championship-ivory-coast/sprint/2015
2015-12-20,MRI,ITU National Championship Mauritius Olympic 2015,2,3,/rus/result/itu/national-championship-mauritius/olympic/2015
2015-12-13,AUS,Ironman Ballarat 70.3 2015,213,676,/rus/result/ironman/ballarat/half/2015
2015-12-13,JAM,ITU National Championship Jamaica Sprint 2015,2,3,/rus/result/itu/national-championship-jamaica/sprint/2015
2015-12-12,NZL,Ironman Taupo 70.3 2015,295,581,/rus/result/ironman/taupo/half/2015
2015-12-12,PER,ITU American Cup Paracas Half 2015,0,6,/rus/result/itu/american-cup-paracas/half/2015
2015-12-06,AUS,Ironman Western Australia 2015,233,873,/rus/result/ironman/western-australia/full/2015
2015-12-06,ARG,ITU Junior National Championship Argentina Sprint 2015,11,17,/rus/result/itu/junior-national-championship-argentina/sprint/2015
2015-12-05,BRN,Ironman Bahrain 70.3 2015,140,553,/rus/result/ironman/bahrain/half/2015
2015-12-05,PLW,ITU Junior National Championship Palau Olympic 2015,1,1,/rus/result/itu/junior-national-championship-palau/olympic/2015
2015-12-05,PLW,ITU National Championship Palau Olympic 2015,6,10,/rus/result/itu/national-championship-palau/olympic/2015
2015-12-04,ISR,ITU Junior National Championship Israel Sprint 2015,5,5,/rus/result/itu/junior-national-championship-israel/sprint/2015
2015-12-04,ISR,ITU National Championship Israel Olympic 2015,5,5,/rus/result/itu/national-championship-israel/olympic/2015
2015-11-29,MEX,Ironman Cozumel 2015,318,1073,/rus/result/ironman/cozumel/full/2015
2015-11-29,URU,Ironman Punta del Este 70.3 2015,149,916,/rus/result/ironman/punta-del-este/half/2015
2015-11-29,AUS,Ironman Western Sydney 70.3 2015,203,842,/rus/result/ironman/western-sydney/half/2015
2015-11-29,POR,ITU National Championship Portugal Half 2015,10,10,/rus/result/itu/national-championship-portugal/half/2015
2015-11-28,INA,ITU Asian Cup Pariaman Sprint 2015,9,37,/rus/result/itu/asian-cup-pariaman/sprint/2015
2015-11-21,ARG,ITU American Cup La Paz Sprint 2015,8,11,/rus/result/itu/american-cup-la-paz/sprint/2015
2015-11-15,USA,Ironman Arizona 2015,654,1716,/rus/result/ironman/arizona/full/2015
2015-11-15,ARG,ITU American Cup Buenos Aires Half 2015,14,22,/rus/result/itu/american-cup-buenos-aires/half/2015
2015-11-14,MAS,Ironman Malaysia 2015,91,525,/rus/result/ironman/malaysia/full/2015
2015-11-08,USA,Ironman Austin 70.3 2015,555,1356,/rus/result/ironman/austin/half/2015
2015-11-08,BRA,Ironman Brazil Fortaleza 2015,46,406,/rus/result/ironman/brazil-fortaleza/full/2015
2015-11-08,AUS,Ironman Mandurah 70.3 2015,202,591,/rus/result/ironman/mandurah/half/2015
2015-11-07,USA,Ironman Florida 2015,569,1620,/rus/result/ironman/florida/full/2015
2015-11-07,MAR,ITU African Cup Agadir Olympic 2015,6,20,/rus/result/itu/african-cup-agadir/olympic/2015
2015-11-01,TPE,Ironman Taiwan 70.3 2015,130,1028,/rus/result/ironman/taiwan/half/2015
2015-11-01,AUS,Ironman Noosa Sprint 2015,1139,2819,/rus/result/ironman/noosa/sprint/2015
2015-10-31,HKG,ITU Asian Cup Hong Kong Sprint 2015,20,47,/rus/result/itu/asian-cup-hong-kong/sprint/2015
2015-10-25,ITA,Challenge Forte Village-Sardinia Middle 2015,50,280,/rus/result/challenge/forte-village-sardinia/half/2015
2015-10-25,ITA,Challenge Forte Village-Sardinia Sprint 2015,44,134,/rus/result/challenge/forte-village-sardinia/sprint/2015
2015-10-25,MEX,Ironman Los Cabos 2015,130,498,/rus/result/ironman/los-cabos/full/2015
2015-10-25,MEX,Ironman Los Cabos 70.3 2015,181,483,/rus/result/ironman/los-cabos/half/2015
2015-10-25,USA,Ironman Miami 70.3 2015,532,1784,/rus/result/ironman/miami/half/2015
2015-10-25,TUR,Ironman Turkey 70.3 2015,131,764,/rus/result/ironman/turkey/half/2015
2015-10-25,ITA,ITU European Cup Catania Sprint 2015,13,41,/rus/result/itu/european-cup-catania/sprint/2015
2015-10-25,ESP,ITU National Championship Spain Half 2015,8,15,/rus/result/itu/national-championship-spain/half/2015
2015-10-25,FRA,ITU Oceania Cup Tahiti Olympic 2015,0,6,/rus/result/itu/oceania-cup-tahiti/olympic/2015
2015-10-24,MAR,ITU African Cup Larache Sprint 2015,11,22,/rus/result/itu/african-cup-larache/sprint/2015
2015-10-24,NAM,ITU National Championship Namibia Olympic 2015,3,3,/rus/result/itu/national-championship-namibia/olympic/2015
2015-10-24,KOR,ITU World Cup Tongyeong Olympic 2015,37,61,/rus/result/itu/world-cup-tongyeong/olympic/2015
2015-10-18,USA,Ironman Arizona 70.3 2015,385,686,/rus/result/ironman/arizona/half/2015
2015-10-18,AUS,Ironman Port Macquarie 70.3 2015,189,595,/rus/result/ironman/port-macquarie/half/2015
2015-10-18,COL,ITU American Cup Cartagena Olympic 2015,8,10,/rus/result/itu/american-cup-cartagena/olympic/2015
